央视高清,#genre#
北京卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227508/index.m3u8
吉林卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228028/index.m3u8
吉林卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228130/index.m3u8
四川卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227556/index.m3u8
天津卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227382/index.m3u8
天津卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227212/index.m3u8
天津卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227633/index.m3u8
天津卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227741/index.m3u8
天津卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227756/index.m3u8
天津卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228239/index.m3u8
天津卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227407/index.m3u8
天津卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228416/index.m3u8
天津卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227488/index.m3u8
安徽卫视 3.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221225634/index.m3u8
安徽卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227653/index.m3u8
安徽卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227759/index.m3u8
安徽卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228153/index.m3u8
安徽卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227498/index.m3u8
安徽卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227643/index.m3u8
安徽卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228327/index.m3u8
安徽卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227558/index.m3u8
山东卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227310/index.m3u8
山东卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221228560/index.m3u8
山东卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227621/index.m3u8
山东卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227671/index.m3u8
山东卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227697/index.m3u8
山东卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228124/index.m3u8
山东卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227258/index.m3u8
山东卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227448/index.m3u8
山东卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228315/index.m3u8
山东卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227517/index.m3u8
广东卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227399/index.m3u8
广东卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221228566/index.m3u8
广东卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227249/index.m3u8
广东卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227591/index.m3u8
广东卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227673/index.m3u8
广东卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227691/index.m3u8
广东卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228230/index.m3u8
广东卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227445/index.m3u8
广东卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228312/index.m3u8
广东卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227476/index.m3u8
广西卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8
江苏卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227402/index.m3u8
江苏卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227649/index.m3u8
江苏卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227255/index.m3u8
江苏卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227561/index.m3u8
江苏卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227705/index.m3u8
江苏卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227668/index.m3u8
江苏卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227689/index.m3u8
江苏卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227185/index.m3u8
江苏卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227439/index.m3u8
江苏卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228099/index.m3u8
江苏卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228306/index.m3u8
江苏卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221228097/index.m3u8
江苏卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227552/index.m3u8
江西卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221228557/index.m3u8
江西卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225536/index.m3u8
江西卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227738/index.m3u8
江西卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228109/index.m3u8
河北卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227545/index.m3u8
河北卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228106/index.m3u8
河南卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227521/index.m3u8
河南卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228221/index.m3u8
浙江卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227393/index.m3u8
浙江卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227215/index.m3u8
浙江卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227744/index.m3u8
浙江卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227692/index.m3u8
浙江卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228147/index.m3u8
浙江卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228204/index.m3u8
浙江卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221225544/index.m3u8
浙江卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228309/index.m3u8
浙江卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227491/index.m3u8
海南卫视 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221228139/index.m3u8
海南卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228101/index.m3u8
深圳卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227307/index.m3u8
深圳卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227624/index.m3u8
深圳卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227677/index.m3u8
深圳卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227695/index.m3u8
深圳卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228236/index.m3u8
深圳卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227217/index.m3u8
深圳卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227442/index.m3u8
深圳卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227555/index.m3u8
湖北卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227377/index.m3u8
湖北卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227211/index.m3u8
湖北卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227565/index.m3u8
湖北卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227665/index.m3u8
湖北卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227703/index.m3u8
湖北卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227495/index.m3u8
湖北卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227479/index.m3u8
湖南卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227320/index.m3u8
湖南卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227220/index.m3u8
湖南卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227735/index.m3u8
湖南卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227698/index.m3u8
湖南卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228227/index.m3u8
湖南卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227191/index.m3u8
湖南卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227404/index.m3u8
湖南卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228413/index.m3u8
湖南卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227482/index.m3u8
甘肃卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227568/index.m3u8
贵州卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227551/index.m3u8
贵州卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8
辽宁卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227380/index.m3u8
辽宁卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227676/index.m3u8
辽宁卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227700/index.m3u8
辽宁卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228162/index.m3u8
辽宁卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227410/index.m3u8
辽宁卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228310/index.m3u8
辽宁卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227485/index.m3u8
重庆卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227632/index.m3u8
重庆卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227550/index.m3u8
重庆卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227729/index.m3u8
重庆卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228133/index.m3u8
青海卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227554/index.m3u8
黑龙江卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227323/index.m3u8
黑龙江卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227252/index.m3u8
黑龙江卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227662/index.m3u8
黑龙江卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227753/index.m3u8
黑龙江卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228233/index.m3u8
黑龙江卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227492/index.m3u8
黑龙江卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227638/index.m3u8
黑龙江卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228295/index.m3u8
黑龙江卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227514/index.m3u8
上海纪实人文 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227674/index.m3u8
上海纪实人文 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227635/index.m3u8
北京冬奥纪实 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227711/index.m3u8
北京冬奥纪实 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227699/index.m3u8
SiTV乐游 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227771/index.m3u8
SiTV动漫秀场 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227774/index.m3u8
SiTV游戏风云 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227713/index.m3u8
SiTV生活时尚 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227707/index.m3u8
SiTV都市剧场 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227710/index.m3u8
NewTV海外剧场 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227539/index.m3u8
NewTV中国功夫 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8
NewTV军事评论 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8
NewTV军旅剧场 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8
NewTV农业致富 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227588/index.m3u8
NewTV动作电影 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227606/index.m3u8
NewTV家庭剧场 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8
NewTV怡伴健康 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227612/index.m3u8
NewTV惊悚悬疑 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227536/index.m3u8
NewTV明星大片 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8
NewTV武搏世界 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227533/index.m3u8
NewTV潮妈辣婆 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
NewTV炫舞未来 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227475/index.m3u8
NewTV爱情喜剧 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227548/index.m3u8
NewTV精品体育 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8
NewTV精品大剧 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
NewTV精品纪录 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227547/index.m3u8
NewTV精品萌宠 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228430/index.m3u8
NewTV金牌综艺 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227541/index.m3u8
黑莓动画 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227523/index.m3u8
黑莓动画 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225555/index.m3u8
黑莓电影 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225567/index.m3u8
黑莓电影 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227520/index.m3u8
哒啵赛事 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225539/index.m3u8
百姓生活 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228466/index.m3u8
知否知否 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228465/index.m3u8
未知 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221227512/index.m3u8
未知 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221228441/index.m3u8
未知 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221228463/index.m3u8
未知 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221228460/index.m3u8
未知 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221228456/index.m3u8
未知 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221228447/index.m3u8
未知 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227579/index.m3u8
未知 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228539/index.m3u8
未知 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228536/index.m3u8
咪咕全民热练 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228427/index.m3u8
咪咕怀旧剧场 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221228120/index.m3u8
咪咕视频 1080,http://ott.mobaibox.com/PLTV/3/224/3221228084/index.m3u8
咪咕视频 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228231/index.m3u8
咪咕视频 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228129/index.m3u8
咪咕视频 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228206/index.m3u8
咪咕视频 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228193/index.m3u8
咪咕视频 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228234/index.m3u8
咪咕视频 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227529/index.m3u8
南京信息 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227730/index.m3u8
南京娱乐 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227722/index.m3u8
南京新闻综合 4M720,http://ott.mobaibox.com/PLTV/3/224/3221228078/index.m3u8
南京新闻综合 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227213/index.m3u8
东海综合 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227792/index.m3u8
仪化有线 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227702/index.m3u8
南通2 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228448/index.m3u8
南通3 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228451/index.m3u8
南通新闻综合 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228462/index.m3u8
宝应新闻综合 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228007/index.m3u8
宝应生活资讯 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228039/index.m3u8
崇川 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228533/index.m3u8
常州公共 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227772/index.m3u8
常州公共 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227905/index.m3u8
常州新闻综合 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227752/index.m3u8
常州新闻综合 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227899/index.m3u8
常州生活 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227816/index.m3u8
常州生活 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227902/index.m3u8
常州都市 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227755/index.m3u8
常州都市 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227955/index.m3u8
徐州1 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221225945/index.m3u8
徐州2 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221225947/index.m3u8
徐州3 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221225949/index.m3u8
徐州4 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221225951/index.m3u8
江西风尚购物 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225956/index.m3u8
沛县文艺影视 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221227681/index.m3u8
沛县新闻综合 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221227678/index.m3u8
沛县经济生活 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221227611/index.m3u8
泰州1 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228209/index.m3u8
泰州2 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228212/index.m3u8
泰州3 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228100/index.m3u8
盐城1 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221228435/index.m3u8
盐城2 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221228433/index.m3u8
盐城3 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221228436/index.m3u8
睢宁三农 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221227709/index.m3u8
睢宁生活教育 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221227701/index.m3u8
睢宁综合 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221227706/index.m3u8
睢宁资讯 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221227712/index.m3u8
赣榆 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221228317/index.m3u8
连云港公共 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221227819/index.m3u8
连云港新闻综合 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221227758/index.m3u8
邳州综合 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221227576/index.m3u8
镇江新闻综合 3.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221228246/index.m3u8
高淳新闻 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227870/index.m3u8
